key,value,definition
telecom,datacenter,telecomunicacions	=	centre de dades
addr:postcode:source,"Date de la Poșta Română, publicate sub Licența pentru Guvernare Deschisă v1.0 la http://date.gov.ro/organization/posta-romana","adreça:postcode:source Data de la Poșta Română, publicat sub Licența pentru Guvernare Deschisă v1.0 a http://data.gov.ro/organization/posta-romana"
trees,date_palms,arbres	=	palmeres datileres
seamark:light:exhibition,day,marca:llum:exposició	=	dia
social_facility,day_care,instal·lacions_socials	=	guarderia
lit:perceived,daylike,encès: percebut	=	diürn
seamark:type,daymark,marca de mar: tipus	=	marca de dia
object:country,DE,objecte:país	=	Delaware
network:guid,DE-BW-VRN,xarxa:guid DE-BW-VRN
network:guid,DE-BY-MVV,xarxa:guid DE-BY-MVV
railway:signal:main:substitute_signal,DE-ESO:db:zs1,ferrocarril:senyal:principal:senyal_substitut DE-ESO:db:zs1
railway:signal:main,DE-ESO:hp,ferrocarril:senyal:principal	=	D'ESO:hp
railway:signal:minor:states,DE-ESO:hp0;DE-ESO:sh1,ferrocarril:senyal:menor:estats	=	DE-ESO:hp0;DE-ESO:sh1
railway:signal:combined,DE-ESO:ks,ferrocarril:signal:combined	DE-ESO:ks
railway:signal:distant,DE-ESO:ks,ferrocarril:signal:distant	DE-ESO:ks
railway:signal:main,DE-ESO:ks,ferrocarril:senyal:principal DE-ESO:ks
railway:signal:distant:states,DE-ESO:ks1;DE-ESO:ks2,ferrocarril:signal:distant:states	DE-ESO:ks1;DE-ESO:ks2
railway:signal:speed_limit,DE-ESO:lf7,ferrocarril:senyal:speed_limit	=	D'ESO:lf7
railway:signal:traversable,DE-ESO:mastschild_rot-weiss,ferrocarril:senyal:transversable DE-ESO:mastschild_rot-weiss
railway:signal:minor,DE-ESO:sh,ferrocarril:senyal:menor	=	D'ESO:sh
railway:signal:minor,DE-ESO:sh1,ferrocarril:senyal:menor DE-ESO:sh1
railway:signal:distant,DE-ESO:vr,ferrocarril:senyal:distant	=	D'ESO:vr
railway:signal:speed_limit,DE-ESO:zs3,ferrocarril:senyal:speed_limit	=	D'ESO:zs3
railway:signal:speed_limit_distant,DE-ESO:zs3v,ferrocarril:senyal:límit_de_velocitat_distant DE-ESO:zs3v
zone:maxspeed,DE:30,zone:velocitat màxima	DE:30
traffic_sign:backward,DE:325.1,senyal de trànsit: al revés	=	DE:325.1
traffic_sign:forward,DE:325.1,senyal de trànsit: endavant	=	DE:325.1
traffic_sign:backward,DE:325.2,senyal de trànsit: al revés	=	DE:325.2
traffic_sign:forward,DE:325.2,senyal de trànsit: endavant	=	DE:325.2
operator:wikipedia,de:DB InfraGO,operador:wikipedia	de:DB InfraGO
operator:wikipedia,de:Deutsche Post AG,operador:wikipedia	de:Deutsche Post AG
workrules,DE:EBO,regles de treball	=	DE:EBO
zone:traffic,DE:motorway,zona:tràfic	=	DE:autopista
source:maxspeed,DE:motorway,font:velocitat màxima DE:autopista
network:wikipedia,de:Rhein-Main-Verkehrsverbund,xarxa:wikipedia de:Rhein-Main-Verkehrsverbund
maxspeed,DE:rural,màxima velocitat	=	DE:rural
maxspeed:type,DE:rural,velocitat màxima: tipus	=	DE:rural
zone:traffic,DE:rural,zona:tràfic	=	DE:rural
source:maxspeed,DE:rural,font:velocitat màxima DE:rural
maxspeed,DE:urban,màxima velocitat	=	ÉS:urbà
maxspeed:type,DE:urban,velocitat màxima: tipus	=	ÉS:urbà
zone:traffic,DE:urban,zona:tràfic	=	ÉS:urbà
source:maxspeed,DE:urban,font:velocitat màxima DE:urban
source:maxspeed,DE:zone,font:velocitat màxima DE:zone
source:maxspeed,DE:zone:30,font:velocitat màxima DE:zone:30
maxspeed:type,DE:zone30,velocitat màxima: tipus	=	DE:zone30
source:maxspeed,DE:zone30,font:velocitat màxima DE:zone30
zone:traffic,DE:zone30,zone:traffic	DE:zone30
amenity,dead_pub,amenitat/servei	=	taverna morta
service,dealer,Servei	=	distribuïdor
service,dealer;repair,Servei	=	distribuïdor;reparació
barrier,debris,barrera	=	runes
seamark:radio_station:category,decca,seamark:emissora de ràdio:categoria	=	deca
leaf_cycle,deciduous,cicle_full	=	caduc
wood,deciduous,fusta	=	caduc
mooring,declaration,amarrador	=	declaració
denotation,decoration,denotació decoració
waterway,deep_well,camí aquàtic	=	pou profund
seamark:type,deepwater_route,marca de mar: tipus	=	ruta d'aigües profundes
maxheight,default,Alçada màxima	=	per defecte
railway:switch,default,ferrocarril: interruptor	=	defecte
maxspeed:source,default residential speed limit in Australia,velocitat_màxima:source límit de velocitat residencial per defecte a Austràlia
type,defaults,tipus	=	predeterminats
railway,defect_detector,ferrocarril	=	detector de defectes
castle_type,defensive,tipus castell	=	defensiu
tower:type,defensive,torre:tipus	=	defensiu
emergency,defibrilator,emergència	=	desfibril·lador
emergency,defibrillator,emergència	=	desfibril·lador
condition,deficient,condició	=	deficient
source:prow_ref,definitive_statement,font: proa_ref	=	declaració_definitiva
embassy,delegation,ambaixada	=	delegació
diplomatic,delegation,diplomàtic	=	delegació
shop,deli,botiga	=	embotits
shop,delicatessen,botiga	=	Botigues Delicatessen
crossing_ref,delineated,referència d'encreuament	=	delineat
access,delivery,accés	=	entrega
parking_space,delivery,plaça d'aparcament	=	entrega
motor_vehicle,delivery,Vehicle de motor	=	entrega
hgv,delivery,vhg	=	entrega
design,delta,disseny	=	delta
camp_site,deluxe,càmping	=	de luxe
sac_scale,demanding_alpine_hiking,sac_escala	=	exigent_senderisme_alpí
sac_scale,demanding_mountain_hiking,sac_escala	=	exigent_muntanya_senderisme
building,demountable,tipus d'edifici	=	desmuntable
heritage:operator:short,Denkmalamt Düsseldorf,heritage:operador:curt Denkmalamt Düsseldorf
shrubbery:density,dense,shrubbery:density dense
healthcare:speciality,dental_oral_maxillo_facial_surgery,sanitat:especialitat	=	cirurgia dental maxil·lofacial oral
craft,dental_technician,artesania	=	tècnic dental
amenity,dentist,amenitat/servei	=	dentista
healthcare,dentist,cura de la salut	=	dentista
healthcare:speciality,dentist,sanitat:especialitat	=	dentista
healthcare:speciality,dentist;orthodontics,especialitat:de_salut	=	dentista;ortodòncia
healthcare:speciality,dentistry,especialitat:de_salut	=	odontologia
shop,dentures,botiga	=	dentadura postissa
massgis:SOURCE,DEP-WCP,massgis:SOURCE DEP-WCP
shop,department_store,botiga	=	grans magatzems
industrial,depot,industrial	=	dipòsit
military,depot,militar	=	dipòsit
landuse,depot,ús del sòl	=	dipòsit
healthcare:speciality,depth,sanitat:especialitat	=	profunditat
seamark:type,depth_contour,marca de mar: tipus	=	contorn de profunditat
note:name,"Der reg_name, sowie ggf. der loc_name sind dem zugehörigen Wikipediaartikel entnommen.","note:name	Der reg_name, sowie ggf. der loc_name sind dem zugehörigen Wikipediaartikel entnommen."
note:name,"Der␣reg_name,␣sowie␣ggf.␣der␣loc_name␣sind␣dem␣zugehörigen␣Wikipediaartikel␣entnommen.","nota: nom	=	Der_reg_name,_sowie_ggf._der_loc_name_sind_dem_zugehörigen_Wikipediaartikel_entnommen."
railway,derail,ferrocarril	=	fer descarrilar
waterway,derelict_canal,camí aquàtic	=	canal_abandonat
healthcare:speciality,dermatology,sanitat:especialitat	=	dermatologia
healthcare:speciality,dermatovenereology,sanitat:especialitat	=	dermatovenereologia
man_made,desalination_plant,fet per l'home	=	planta dessalinitzadora
natural,desert,natural	=	Desert
archaeological_site,desert_kite,lloc arqueològic	=	estel del desert
access,designated,accés	=	designat
bus,designated,autobús	=	designat
motorcar,designated,automòbil	=	designat
bicycle,designated,bicicleta	=	designat
mtb,designated,bicicleta de muntanya	=	designat
wheelchair,designated,cadira de rodes	=	designat
priority_road,designated,carretera_prioritària	=	designat
cycleway:foot,designated,carril bici: peu	=	designat
golf_cart,designated,carro de golf	=	designat
horse,designated,cavall	=	designat
moped,designated,ciclomotor	=	designat
emergency,designated,emergència	=	designat
dog,designated,gos	=	designat
forklift,designated,màquina elevadora	=	designat
hazmat,designated,materials perillosos	=	designat
mofa,designated,mofa	=	designat
motorcycle,designated,motocicleta	=	designat
snowmobile,designated,motoneu	=	designat
foot,designated,peu	=	designat
psv,designated,psv	=	designat
motor_vehicle,designated,Vehicle de motor	=	designat
hgv,designated,vhg	=	designat
path,desire,camí	=	desig
cuisine,dessert,cuina	=	postres
access,destination,accés	=	destinació
motorcar,destination,automòbil	=	destinació
bicycle,destination,bicicleta	=	destinació
emergency,destination,emergència	=	destinació
motorcycle,destination,motocicleta	=	destinació
foot,destination,peu	=	destinació
vehicle,destination,vehicle	=	destinació
motor_vehicle,destination,Vehicle de motor	=	destinació
hgv,destination,vhg	=	destinació
type,destination_sign,tipus	=	signe_destí
type,destinationsign,tipus	=	senyal de destinació
house,detached,casa	=	separat
building,detached,tipus d'edifici	=	separat
basin,detention,conca	=	detenció
police,detention,policia	=	detenció
route,detour,ruta	=	desviament
seamark:mooring:category,deviation_dolphin,marca:amarre:categoria	=	desviació dofí
amenity,device_charging_station,amenitat/servei	=	estació de càrrega de dispositius
seamark:radio_station:category,dgps,seamark:emissora de ràdio:categoria	=	dgps
healthcare:speciality,diagnostic_radiology,sanitat:especialitat	=	radiologia diagnòstica
parking:orientation,diagonal,estacionament: orientació	=	diagonal
parking:lane:both,diagonal,estacionament:carril:tots dos	=	diagonal
seamark:buoy_special_purpose:colour_pattern,diagonal,marca de mar: boia propòsit especial: patró de color	=	diagonal
orientation,diagonal,orientació	diagonal
healthcare,dialysis,cura de la salut	=	diàlisi
healthcare:speciality,dialysis,especialitat:de_salut	=	diàlisi
railway,diamond,ferrocarril	=	diamant
seamark:topmark:shape,diamond,marca de mar:marca de topall:forma	=	diamant
seamark:fog_signal:category,diaphone,seamark: senyal de boira: categoria	=	diàfon
pump_mechanism,diaphragm,mecanisme de bomba	=	diafragma
generator:source,diesel,generador:font	=	dièsel
healthcare:speciality,dietitian,especialitat:de_salut	=	dietista
sac_scale,difficult_alpine_hiking,sac_escala	=	senderisme_alpí_difícil
building,digester,tipus d'edifici	=	digeridor
source:position,DigitalGlobe Standard,font: posició DigitalGlobe Standard
man_made,dike,fet per l'home	=	dic
borracha,dinamitera,cuélebre	=	trasgu
boat:type,dinghy,vaixell:tipus	=
traffic_calming,dip,calmar el trànsit	=	salsa
hazard,dip,perill	=	salsa
office,diplomatic,oficina	=	diplomàtic
inlet,direct,entrada	=	directe
outlet,direct,presa de corrent	=	directe
lamp:shape,directed,llum: forma	=	dirigit
light:shape,directed,llum:forma	=	dirigit
radio_transponder:category,direction_finding,transponedor de ràdio:categoria	=	cerca de direcció
seamark:light:1:category,directional,seamark:llum:1:categoria	=	direccional
seamark:light:category,directional,seamark:llum:categoria	=	direccional
radio_transponder:category,directional,transponedor de ràdio:categoria	=	direccional
surface,dirt,superfície	=	brutícia
road_marking,dirt_road,marcació_carretera carretera_de_terra
surface,dirt/sand,superfície	=	terra/sorra
parking_space,disabled,plaça d'aparcament	=	desactivat
social_facility:for,disabled,social_facility:per	=	desactivat
emergency,disaster_help_point,emergència	=	punt dajuda en cas de desastre
emergency,disaster_response,emergència	=	resposta al desastre
sport,disc_golf,esport	=	disc de golf
leisure,disc_golf_course,temps lliure	=	camp de golf de disc
light:method,discharge,llum:mètode	=	descàrrega
switch,disconnector,canviar	=	desconnectador
shop,discount,botiga	=	descompte
access,discouraged,accés	=	desanimat
foot,discouraged,peu	=	desanimat
hgv,discouraged,vhg	=	desanimat
athletics,discus_throw,atletisme	=	llançament de disc
tower:construction,dish,torre:construcció	=	plat
seamark:landmark:category,dish_aerial,marca:punt de referència:categoria	=	antena parabòlica
landmark,dish_aerial,punt de referència	=	antena parabòlica
railway,dismantled,ferrocarril	=	desmantellat
access,dismount,accés	=	desmuntar
bicycle,dismount,bicicleta	=	desmuntar
horse,dismount,cavall	=	desmuntar
emergency:social_facility:for,displaced_people,emergència: facilitat social: per	=	persones desplaçades
boundary,disputed,Límit	=	qüestionat
seamark:type,distance_mark,marca de mar: tipus	=	distància_marca
craft,distillery,artesania	=	destil·leria
company,distribution,empresa	=	distribució
substation,distribution,subestació	=	distribució
transformer,distribution,transformador	=	distribució
usage,distribution,ús	=	distribució
telecom,distribution_point,telecomunicacions	=	punt de distribució
industrial,distributor,industrial	=	distribuïdor
historic,district,històric	=	districte
place,district,lloc	=	districte
amenity,disused,amenitat/servei	=	en desús
highway,disused,autopista	=	en desús
railway,disused,ferrocarril	=	en desús
lit,disused,il·luminat	=	en desús
building,disused,tipus d'edifici	=	en desús
water,ditch,aigua	=	abandoneu
barrier,ditch,barrera	=	abandoneu
waterway,ditch,camí aquàtic	=	abandoneu
shop,dive,botiga	=	bussejar
amenity,dive_centre,amenitat/servei	=	centre_de_busseig
sport,diving,esport	=	busseig
tower:type,diving,torre:tipus	=	busseig
shop,diy,botiga	=	bricolatge
source:maxspeed,DK:rural,font:velocitat màxima DK:rural
source:maxspeed,DK:urban,font:velocitat màxima DK:urban
created_by,dmgroom_coastlines,creat_per dmgroom_coastlines
water,dock,aigua	=	moll
waterway,dock,camí aquàtic	=	moll
bicycle_rental,docking_station,lloguer de bicicletes	=	estació d'acoblament
amenity,doctor,amenitat/servei	=	metge
healthcare,doctor,cura de la salut	=	metge
amenity,doctors,amenitat/servei	=	metges
sport,dog_agility,esport	=	agilitat del gos
amenity,dog_bin,amenitat/servei	=	paperera per a gossos
waste,dog_excrement,desaprofitament	=	excrement_de_gos
leisure,dog_park,lleure	=	parc_gos
amenity,dog_parking,amenitat/servei	=	estacionament per a gossos
sport,dog_racing,esport	=	carreres de gossos
amenity,dog_toilet,amenitat/servei	=	vàter per a gossos
amenity,dog_waste_bin,amenitat/servei	=	cub d'escombraries per a gossos
shop,doityourself,botiga	=	fes-ho tu mateix
amenity,dojo,amenitat/servei	=	dojo
sinkhole,doline,embornal	=	dolina
megalith_type,dolmen,tipus de megàlit	=	dolmen
tomb,dolmen,tomba	=	dolmen
man_made,dolphin,artificial	=	dofí
seamark:mooring:category,dolphin,marca:amarre:categoria	=	dofí
camera:type,dome,càmera: tipus	=	Fes-me
seamark:landmark:category,dome,marca:punt de referència:categoria	=	Fes-me
landmark,dome,punt de referència	=	Fes-me
roof:shape,dome,sostre:forma	=	Fes-me
tower:construction,dome,torre:construcció	=	Fes-me
amenity,donation,amenitat/servei	=	donació
design,donau,disseny	=	donau
defensive,donjon,defensiu	=	torre principal
tower:type,donjon,torre:tipus	=	torre principal
cuisine,donut,cuina	=	rosquilla
cuisine,donut;coffee_shop,cuina	=	donut;cafeteria
barrier,door,barrera	=	porta
indoor,door,interior	=	porta
craft,door_construction,artesania	=	construcció de portes
shop,doors,botiga	=	portes
amenity,dormitory,amenitat/servei	=	dormitori
building,dormitory,tipus d'edifici	=	dormitori
crossing:markings,dots,creuament:marques punts
wires,double,filferros	=	doble
cycle_barrier,double,barrera_ciclable doble
